Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2018,Howard,MD,Passenger,0,1,1,92,93,1.08
December 31 2017,Sangamon,IL,Passenger,1,0,1,10,11,9.09
September 30 2019,Flathead,MT,Passenger,1,0,1,71,72,1.39
March 31 2024,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
September 30 2023,Larimer,CO,Passenger,1,0,1,21,22,4.55
March 31 2024,Multnomah,OR,Passenger,2,1,3,347,350,0.86
October 31 2019,Benton,WA,Passenger,306,302,608,134896,135504,0.45
February 29 2024,Escambia,FL,Passenger,0,1,1,115,116,0.86
January 31 2023,Wahkiakum,WA,Truck,1,0,1,1793,1794,0.06
August 31 2022,Whitman,WA,Passenger,94,62,156,21932,22088,0.71
March 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
November 30 2021,Pend Oreille,WA,Truck,0,0,0,5691,5691,0.00
May 31 2023,Frederick,MD,Passenger,1,1,2,52,54,3.70
October 31 2022,Travis,TX,Passenger,3,1,4,112,116,3.45
November 30 2023,New London,CT,Passenger,2,3,5,159,164,3.05
February 28 2018,Montgomery,TX,Passenger,1,0,1,63,64,1.56
March 31 2018,Dale,AL,Passenger,0,1,1,60,61,1.64
December 31 2020,Boulder,CO,Passenger,1,1,2,49,51,3.92
January 31 2020,Kootenai,ID,Passenger,1,2,3,234,237,1.27
August 31 2020,Klickitat,WA,Truck,0,0,0,8101,8101,0.00
November 30 2023,New York,NY,Passenger,2,0,2,35,37,5.41
May 31 2020,King,WA,Truck,5,1,6,181362,181368,0.00
November 30 2017,Kent,MI,Passenger,0,1,1,34,35,2.86
February 29 2020,Maui,HI,Passenger,2,0,2,40,42,4.76
February 28 2022,Pennington,SD,Passenger,2,0,2,33,35,5.71
August 31 2022,Lincoln,OR,Passenger,0,1,1,27,28,3.57
September 30 2018,Fairfax,VA,Passenger,3,1,4,810,814,0.49
March 31 2017,Whatcom,WA,Passenger,417,156,573,142206,142779,0.40
October 31 2022,Virginia Beach,VA,Passenger,2,1,3,499,502,0.60
September 30 2018,Latah,ID,Passenger,0,1,1,77,78,1.28
March 31 2021,Chelan,WA,Truck,0,0,0,22970,22970,0.00
December 31 2020,Snohomish,WA,Truck,0,0,0,125674,125674,0.00
March 31 2023,Klickitat,WA,Truck,6,0,6,8281,8287,0.07
February 28 2022,Spokane,WA,Passenger,1388,784,2172,325761,327933,0.66
January 31 2020,Pierce,WA,Passenger,2228,1678,3906,550322,554228,0.70
January 31 2024,Miami-Dade,FL,Passenger,1,0,1,54,55,1.82
March 31 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
September 30 2022,Hudson,NJ,Passenger,3,0,3,33,36,8.33
October 31 2019,Sarasota,FL,Passenger,2,0,2,36,38,5.26
December 31 2020,Clark,WA,Passenger,2358,1180,3538,319352,322890,1.10
September 30 2021,Yakima,WA,Truck,0,0,0,61719,61719,0.00
January 31 2022,Saratoga,NY,Passenger,1,0,1,40,41,2.44
June 30 2021,Asotin,WA,Passenger,20,17,37,12709,12746,0.29
December 31 2022,Kootenai,ID,Passenger,0,1,1,147,148,0.68
April 30 2019,Ramsey,MN,Passenger,1,0,1,46,47,2.13
June 30 2018,Flathead,MT,Passenger,1,0,1,56,57,1.75
April 30 2023,Stafford,VA,Passenger,3,1,4,82,86,4.65
April 30 2021,Pacific,WA,Passenger,41,41,82,16053,16135,0.51
April 30 2022,Orange,CA,Passenger,7,3,10,405,415,2.41
March 31 2019,Skamania,WA,Truck,0,0,0,4017,4017,0.00
March 31 2024,Whitman,WA,Truck,10,0,10,8624,8634,0.12
April 30 2019,Mason,WA,Truck,0,0,0,20318,20318,0.00
March 31 2023,Grays Harbor,WA,Passenger,279,179,458,48428,48886,0.94
February 29 2020,Rockingham,NH,Passenger,1,0,1,27,28,3.57
March 31 2022,Suffolk,VA,Passenger,1,0,1,122,123,0.81
August 31 2021,Williamson,TX,Passenger,0,2,2,116,118,1.69
March 31 2021,Boone,MO,Passenger,0,1,1,11,12,8.33
February 29 2024,Kauai,HI,Passenger,0,1,1,13,14,7.14
February 29 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
September 30 2018,Wahkiakum,WA,Passenger,1,1,2,2978,2980,0.07
May 31 2019,Spokane,WA,Truck,1,0,1,94581,94582,0.00
June 30 2017,Mason,WA,Truck,0,0,0,19262,19262,0.00
July 31 2018,Tarrant,TX,Passenger,1,0,1,220,221,0.45
May 31 2023,Howard,MD,Passenger,0,2,2,58,60,3.33
February 29 2020,Hennepin,MN,Passenger,3,1,4,105,109,3.67
August 31 2023,Washoe,NV,Passenger,2,0,2,51,53,3.77
February 28 2019,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
November 30 2023,Alexandria,VA,Passenger,3,0,3,84,87,3.45
March 31 2021,El Paso,CO,Passenger,4,1,5,697,702,0.71
January 31 2019,Ferry,WA,Truck,0,0,0,3590,3590,0.00
December 31 2023,Santa Cruz,CA,Passenger,1,0,1,21,22,4.55
March 31 2023,Washington,MD,Passenger,2,0,2,11,13,15.38
November 30 2019,Lake,FL,Passenger,1,0,1,24,25,4.00
February 28 2023,Yakima,WA,Truck,9,0,9,61136,61145,0.01
November 30 2017,San Juan,WA,Truck,0,0,0,5571,5571,0.00
April 30 2022,Manassas,VA,Passenger,0,1,1,6,7,14.29
June 30 2018,Duval,FL,Passenger,1,2,3,380,383,0.78
February 28 2021,Moore,NC,Passenger,0,1,1,138,139,0.72
October 31 2019,Prince William,VA,Passenger,1,4,5,234,239,2.09
August 31 2021,Richmond,NY,Passenger,1,0,1,6,7,14.29
May 31 2024,Orange,FL,Passenger,1,0,1,38,39,2.56
January 31 2019,Duval,FL,Passenger,1,2,3,383,386,0.78
August 31 2018,Alameda,CA,Passenger,0,1,1,348,349,0.29
July 31 2019,Charleston,SC,Passenger,1,0,1,118,119,0.84
July 31 2018,Cowlitz,WA,Truck,0,0,0,28558,28558,0.00
November 30 2021,Klickitat,WA,Passenger,88,52,140,15330,15470,0.90
February 28 2023,San Joaquin,CA,Passenger,1,1,2,89,91,2.20
July 31 2023,Virginia Beach,VA,Truck,1,0,1,105,106,0.94
December 31 2023,Sacramento,CA,Passenger,1,1,2,146,148,1.35
June 30 2022,Harris,TX,Passenger,1,0,1,177,178,0.56
June 30 2022,Arlington,VA,Passenger,1,0,1,134,135,0.74
January 31 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
July 31 2019,Alexandria,VA,Passenger,1,0,1,144,145,0.69
February 28 2022,Lincoln,OR,Passenger,0,1,1,33,34,2.94
May 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
October 31 2021,Washington,MD,Passenger,2,0,2,11,13,15.38
November 30 2022,Carroll,MD,Passenger,0,1,1,18,19,5.26
January 31 2024,Hawaii,HI,Passenger,1,0,1,27,28,3.57
June 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
February 29 2024,Snohomish,WA,Passenger,17179,3757,20936,524847,545783,3.84
February 28 2019,Norfolk,VA,Passenger,2,2,4,347,351,1.14
March 31 2024,Asotin,WA,Passenger,46,24,70,12222,12292,0.57
January 31 2021,Chelan,WA,Passenger,294,87,381,54471,54852,0.69
October 31 2017,Garfield,WA,Passenger,1,0,1,1315,1316,0.08
September 30 2021,Pend Oreille,WA,Truck,0,0,0,5685,5685,0.00
March 31 2023,Lewis,WA,Passenger,295,195,490,58733,59223,0.83
February 29 2020,El Paso,TX,Passenger,3,0,3,438,441,0.68
November 30 2020,Fulton,GA,Passenger,1,3,4,97,101,3.96
June 30 2024,Douglas,CO,Passenger,0,2,2,41,43,4.65
March 31 2022,Cook,IL,Passenger,2,0,2,217,219,0.91
March 31 2022,Santa Clara,CA,Passenger,13,1,14,264,278,5.04
September 30 2023,Tooele,UT,Passenger,2,0,2,10,12,16.67
May 31 2024,Lewis,WA,Passenger,461,377,838,58353,59191,1.42
May 31 2017,Prince George's,MD,Passenger,0,1,1,185,186,0.54
May 31 2018,Orange,CA,Passenger,4,1,5,578,583,0.86
June 30 2017,Tulare,CA,Passenger,1,0,1,199,200,0.50
October 31 2018,Garfield,WA,Passenger,1,1,2,1330,1332,0.15
March 31 2017,Pacific,WA,Passenger,6,8,14,15069,15083,0.09
September 30 2020,Rockingham,NH,Passenger,1,0,1,22,23,4.35
July 31 2022,Muscogee,GA,Passenger,0,1,1,123,124,0.81
September 30 2021,Williamson,TX,Passenger,1,2,3,116,119,2.52
October 31 2019,Jefferson,CO,Passenger,0,2,2,56,58,3.45
April 30 2020,Oklahoma,OK,Passenger,0,1,1,133,134,0.75
December 31 2022,Queens,NY,Passenger,1,0,1,35,36,2.78
January 31 2017,Dale,AL,Passenger,0,1,1,66,67,1.49
October 31 2022,Snohomish,WA,Passenger,9421,2667,12088,530251,542339,2.23
December 31 2022,San Joaquin,CA,Passenger,1,0,1,90,91,1.10
March 31 2020,Cowlitz,WA,Truck,0,0,0,28845,28845,0.00
January 31 2019,Collin,TX,Passenger,1,1,2,161,163,1.23
September 30 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
May 31 2022,St. Lawrence,NY,Passenger,1,0,1,5,6,16.67
July 31 2020,Larimer,CO,Passenger,1,0,1,45,46,2.17
July 31 2017,Pierce,WA,Passenger,986,856,1842,524466,526308,0.35
December 31 2017,Clark,WA,Truck,0,0,0,78360,78360,0.00
April 30 2019,Kittitas,WA,Passenger,71,35,106,29485,29591,0.36
September 30 2021,Fairfax,VA,Passenger,6,3,9,707,716,1.26
May 31 2020,Chelan,WA,Passenger,228,78,306,54101,54407,0.56
May 31 2022,Richland,SC,Passenger,0,2,2,141,143,1.40
June 30 2024,Harnett,NC,Passenger,4,0,4,108,112,3.57
August 31 2020,Loudoun,VA,Passenger,1,0,1,84,85,1.18
March 31 2022,Wood,OH,Passenger,0,1,1,7,8,12.50
June 30 2023,Atlantic,NJ,Passenger,1,0,1,11,12,8.33
November 30 2023,Brown,WI,Passenger,1,0,1,4,5,20.00
October 31 2022,Okanogan,WA,Passenger,95,49,144,26240,26384,0.55
June 30 2017,Prince George's,MD,Passenger,0,1,1,183,184,0.54
March 31 2024,Skagit,WA,Truck,42,0,42,31412,31454,0.13
December 31 2022,Pierce,WA,Passenger,6151,2504,8655,537668,546323,1.58
June 30 2019,Klamath,OR,Passenger,1,0,1,40,41,2.44
September 30 2023,Jefferson,WA,Passenger,607,268,875,24190,25065,3.49
May 31 2021,Nueces,TX,Passenger,1,0,1,81,82,1.22
March 31 2019,Garfield,WA,Passenger,1,1,2,1309,1311,0.15
September 30 2021,Sonoma,CA,Passenger,0,1,1,89,90,1.11
October 31 2022,Cochise,AZ,Passenger,1,0,1,67,68,1.47
April 30 2022,Currituck,NC,Passenger,1,0,1,23,24,4.17
August 31 2023,Goochland,VA,Passenger,2,2,4,57,61,6.56
October 31 2021,Sarpy,NE,Passenger,1,0,1,74,75,1.33
March 31 2024,Providence,RI,Passenger,1,0,1,20,21,4.76
February 28 2018,Mercer,NJ,Passenger,0,1,1,18,19,5.26
May 31 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
March 31 2021,Island,WA,Truck,0,0,0,21423,21423,0.00
May 31 2021,Spokane,WA,Passenger,1030,623,1653,325293,326946,0.51
July 31 2023,Ventura,CA,Passenger,2,3,5,226,231,2.16
October 31 2018,Skagit,WA,Truck,1,0,1,32334,32335,0.00
August 31 2017,Lincoln,WA,Passenger,1,5,6,7568,7574,0.08
January 31 2024,San Juan,WA,Passenger,697,201,898,13618,14516,6.19
February 28 2018,Thurston,WA,Passenger,492,414,906,190664,191570,0.47
October 31 2019,Grant,WA,Truck,0,0,0,26886,26886,0.00
October 31 2018,El Paso,CO,Passenger,3,2,5,768,773,0.65
February 28 2021,Montgomery,OH,Passenger,0,1,1,54,55,1.82
November 30 2022,Galveston,TX,Passenger,0,1,1,17,18,5.56
August 31 2020,Kauai,HI,Passenger,1,0,1,17,18,5.56
July 31 2023,Rockingham,NH,Passenger,1,0,1,11,12,8.33
March 31 2020,Travis,TX,Passenger,3,1,4,199,203,1.97
June 30 2024,Arapahoe,CO,Passenger,1,1,2,61,63,3.17
March 31 2022,Rockingham,NH,Passenger,1,0,1,18,19,5.26
February 28 2022,Lewis,WA,Truck,0,0,0,26599,26599,0.00
September 30 2017,Lincoln,WA,Passenger,2,6,8,7560,7568,0.11
April 30 2019,Clark,NV,Passenger,4,2,6,709,715,0.84
January 31 2024,Saratoga,NY,Passenger,1,1,2,27,29,6.90
April 30 2023,Palm Beach,FL,Passenger,1,1,2,53,55,3.64
June 30 2024,District of Columbia,DC,Passenger,3,0,3,124,127,2.36
December 31 2023,Essex,NJ,Passenger,2,0,2,7,9,22.22
August 31 2022,Cumberland,PA,Passenger,1,0,1,40,41,2.44
December 31 2023,Monterey,CA,Truck,1,0,1,27,28,3.57
October 31 2022,Walla Walla,WA,Passenger,190,106,296,35670,35966,0.82
August 31 2023,Walla Walla,WA,Passenger,234,118,352,35414,35766,0.98
January 31 2019,Santa Rosa,FL,Passenger,1,0,1,92,93,1.08
November 30 2022,Middlesex,MA,Passenger,3,0,3,83,86,3.49
April 30 2023,Essex,NJ,Passenger,2,0,2,9,11,18.18
September 30 2022,Benton,WA,Passenger,832,479,1311,135422,136733,0.96
October 31 2020,Whatcom,WA,Passenger,1169,531,1700,149580,151280,1.12
March 31 2021,Skamania,WA,Passenger,38,25,63,8295,8358,0.75
July 31 2022,Escambia,FL,Passenger,0,1,1,141,142,0.70
February 28 2022,,,Passenger,6,2,8,439,447,1.79
March 31 2019,San Diego,CA,Passenger,11,3,14,2651,2665,0.53
April 30 2024,El Paso,CO,Passenger,7,3,10,402,412,2.43
July 31 2021,Fulton,GA,Passenger,0,1,1,90,91,1.10
January 31 2018,Ada,ID,Passenger,0,1,1,361,362,0.28
October 31 2021,Placer,CA,Passenger,2,0,2,76,78,2.56
January 31 2018,Franklin,OH,Passenger,0,1,1,109,110,0.91
February 28 2022,Grant,WA,Passenger,142,99,241,66747,66988,0.36
February 28 2017,Contra Costa,CA,Passenger,1,0,1,642,643,0.16
October 31 2017,Adams,WA,Passenger,3,3,6,12279,12285,0.05
January 31 2019,Richland,SC,Passenger,0,1,1,167,168,0.60
June 30 2024,Columbia,WA,Truck,0,0,0,1523,1523,0.00
April 30 2019,Clark,WA,Truck,0,0,0,80078,80078,0.00
July 31 2021,Honolulu,HI,Passenger,5,2,7,433,440,1.59
October 31 2020,Ferry,WA,Passenger,8,3,11,4353,4364,0.25
June 30 2018,Spokane,WA,Truck,1,0,1,92611,92612,0.00
July 31 2021,Snohomish,WA,Passenger,6119,2098,8217,539423,547640,1.50
March 31 2020,Skagit,WA,Passenger,392,216,608,92127,92735,0.66
February 28 2019,Clackamas,OR,Passenger,1,1,2,216,218,0.92
February 28 2022,Alexandria,VA,Passenger,4,0,4,112,116,3.45
May 31 2020,Hudson,NJ,Passenger,1,0,1,39,40,2.50
September 30 2020,Kent,MI,Passenger,0,1,1,27,28,3.57
January 31 2017,Collier,FL,Passenger,1,1,2,24,26,7.69
November 30 2018,Adams,WA,Truck,0,0,0,5156,5156,0.00
May 31 2017,Asotin,WA,Passenger,6,3,9,12370,12379,0.07
July 31 2019,Thurston,WA,Truck,0,0,0,55248,55248,0.00
December 31 2020,Contra Costa,CA,Passenger,3,3,6,273,279,2.15
December 31 2017,Nassau,NY,Passenger,1,1,2,41,43,4.65
May 31 2022,Collin,TX,Passenger,4,0,4,103,107,3.74
October 31 2020,Ada,ID,Passenger,0,1,1,272,273,0.37
December 31 2018,Brevard,FL,Passenger,0,1,1,96,97,1.03
November 30 2018,Juneau,AK,Passenger,0,1,1,45,46,2.17
January 31 2024,Cook,IL,Passenger,2,1,3,134,137,2.19
June 30 2022,Maui,HI,Passenger,1,0,1,27,28,3.57
February 29 2024,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
May 31 2021,Larimer,CO,Passenger,1,0,1,45,46,2.17
February 28 2019,Douglas,WA,Truck,0,0,0,12164,12164,0.00
March 31 2019,Los Angeles,CA,Passenger,5,5,10,1121,1131,0.88
November 30 2021,Grant,WA,Truck,0,0,0,28031,28031,0.00
November 30 2021,Whatcom,WA,Truck,4,0,4,43671,43675,0.01
June 30 2022,Franklin,WA,Passenger,186,109,295,61925,62220,0.47
April 30 2021,Skamania,WA,Truck,0,0,0,4019,4019,0.00
June 30 2022,San Diego,CA,Passenger,19,8,27,2433,2460,1.10
September 30 2018,Walla Walla,WA,Passenger,36,50,86,35922,36008,0.24
June 30 2018,Skagit,WA,Passenger,207,166,373,90473,90846,0.41
February 28 2019,Pinal,AZ,Passenger,2,0,2,210,212,0.94
February 28 2018,San Juan,WA,Passenger,140,48,188,13915,14103,1.33
March 31 2017,New Haven,CT,Passenger,0,1,1,60,61,1.64
July 31 2022,St. Clair,IL,Passenger,1,0,1,124,125,0.80
September 30 2022,Berkeley,SC,Passenger,0,1,1,122,123,0.81
February 28 2021,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
July 31 2020,Greene,MO,Passenger,0,1,1,36,37,2.70
June 30 2019,Kalamazoo,MI,Passenger,1,0,1,15,16,6.25
April 30 2023,Hudson,NJ,Passenger,2,0,2,20,22,9.09
January 31 2018,Franklin,MA,Passenger,0,1,1,4,5,20.00
August 31 2018,Whitman,WA,Passenger,20,30,50,22673,22723,0.22
February 28 2018,Prince George's,MD,Passenger,0,1,1,182,183,0.55
December 31 2023,Thurston,WA,Truck,92,0,92,53535,53627,0.17
June 30 2019,Cumberland,NC,Passenger,0,2,2,520,522,0.38
February 29 2020,San Joaquin,CA,Passenger,1,0,1,142,143,0.70
July 31 2020,Garfield,WA,Truck,0,0,0,986,986,0.00
July 31 2022,Asotin,WA,Passenger,24,19,43,12607,12650,0.34
April 30 2019,Cumberland,NC,Passenger,0,2,2,526,528,0.38
September 30 2023,Muscogee,GA,Passenger,0,1,1,97,98,1.02
September 30 2021,Nassau,NY,Passenger,3,0,3,34,37,8.11
September 30 2023,Churchill,NV,Passenger,0,1,1,30,31,3.23
February 28 2023,Santa Clara,CA,Passenger,13,4,17,216,233,7.30
October 31 2018,Dale,AL,Passenger,0,1,1,55,56,1.79
April 30 2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
April 30 2023,Riverside,CA,Passenger,6,1,7,420,427,1.64
February 28 2019,Okanogan,WA,Truck,0,0,0,16469,16469,0.00
July 31 2017,Monterey,CA,Passenger,0,2,2,201,203,0.99
May 31 2019,Richland,SC,Passenger,0,1,1,162,163,0.61
February 29 2020,Spartanburg,SC,Passenger,0,1,1,50,51,1.96
June 30 2021,Suffolk,MA,Passenger,0,2,2,32,34,5.88
June 30 2023,Bell,TX,Passenger,1,0,1,266,267,0.37
February 28 2022,Klamath,OR,Passenger,1,0,1,31,32,3.12
April 30 2024,Columbia,WA,Truck,0,0,0,1546,1546,0.00
June 30 2021,Walla Walla,WA,Passenger,113,74,187,36590,36777,0.51
August 31 2018,Ferry,WA,Passenger,2,2,4,4420,4424,0.09
July 31 2020,Snohomish,WA,Truck,0,0,0,124318,124318,0.00
February 28 2019,Fresno,CA,Passenger,1,0,1,195,196,0.51
September 30 2018,Gwinnett,GA,Passenger,0,1,1,86,87,1.15
March 31 2024,Harnett,NC,Passenger,4,0,4,119,123,3.25
February 28 2017,Dakota,MN,Passenger,0,1,1,41,42,2.38
February 28 2017,Orleans,LA,Passenger,0,1,1,51,52,1.92
October 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
August 31 2022,Honolulu,HI,Passenger,4,3,7,380,387,1.81
February 28 2017,Skamania,WA,Truck,0,0,0,3888,3888,0.00
May 31 2020,Bucks,PA,Passenger,1,0,1,23,24,4.17
December 31 2023,Brevard,FL,Passenger,1,0,1,53,54,1.85
December 31 2019,Juneau,AK,Passenger,0,2,2,31,33,6.06
December 31 2017,Eagle,CO,Passenger,1,0,1,6,7,14.29
September 30 2021,Penobscot,ME,Passenger,0,1,1,8,9,11.11
January 31 2023,Hanover,VA,Passenger,1,0,1,1,2,50.00
February 28 2018,Los Angeles,CA,Passenger,4,3,7,1224,1231,0.57
February 28 2017,Franklin,WA,Truck,0,0,0,17902,17902,0.00
November 30 2022,Stevens,WA,Truck,2,0,2,18825,18827,0.01
July 31 2021,San Juan,WA,Truck,0,0,0,5950,5950,0.00
March 31 2017,Wahkiakum,WA,Passenger,0,2,2,2849,2851,0.07
May 31 2020,Pierce,WA,Truck,0,0,0,141247,141247,0.00
August 31 2022,Leavenworth,KS,Passenger,0,1,1,90,91,1.10
December 31 2022,St. Clair,IL,Passenger,1,0,1,117,118,0.85
August 31 2021,Boulder,CO,Passenger,1,1,2,48,50,4.00
February 29 2020,Okanogan,WA,Passenger,34,31,65,26107,26172,0.25
November 30 2021,Bernalillo,NM,Passenger,1,0,1,107,108,0.93
September 30 2019,Thurston,WA,Passenger,954,671,1625,198433,200058,0.81
January 31 2024,Fairfax,VA,Passenger,8,5,13,536,549,2.37
April 30 2024,Ferry,WA,Passenger,30,4,34,4229,4263,0.80
April 30 2017,Franklin,WA,Passenger,27,47,74,55338,55412,0.13
January 31 2020,Norfolk,VA,Passenger,2,2,4,352,356,1.12
August 31 2023,Walla Walla,WA,Truck,7,0,7,13649,13656,0.05
February 28 2022,Island,WA,Truck,1,0,1,21434,21435,0.00
December 31 2021,Pinellas,FL,Passenger,0,1,1,94,95,1.05
February 29 2024,Honolulu,HI,Passenger,4,2,6,239,245,2.45
January 31 2020,Henrico,VA,Passenger,0,1,1,20,21,4.76
December 31 2019,Saginaw,MI,Passenger,1,0,1,12,13,7.69
August 31 2020,Frederick,MD,Passenger,1,1,2,69,71,2.82
September 30 2023,St. Lawrence,NY,Passenger,1,0,1,4,5,20.00
August 31 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
August 31 2022,Escambia,FL,Passenger,0,1,1,143,144,0.69
October 31 2022,Essex,MA,Passenger,2,0,2,15,17,11.76
August 31 2022,Garfield,WA,Truck,0,0,0,972,972,0.00
April 30 2024,Island,WA,Truck,49,0,49,20647,20696,0.24
April 30 2019,Snohomish,WA,Truck,1,0,1,121991,121992,0.00
April 30 2017,King,WA,Passenger,9556,3880,13436,1378173,1391609,0.97
September 30 2023,Miami-Dade,FL,Passenger,1,0,1,57,58,1.72
October 31 2020,Placer,CA,Passenger,2,0,2,91,93,2.15
October 31 2019,Wayne,MI,Passenger,0,1,1,64,65,1.54
May 31 2024,Pierce,WA,Passenger,10811,3494,14305,515349,529654,2.70
September 30 2019,Chesapeake,VA,Passenger,0,1,1,454,455,0.22
March 31 2023,Hillsborough,FL,Passenger,1,2,3,123,126,2.38
August 31 2023,Ferry,WA,Passenger,20,4,24,4304,4328,0.55
February 28 2023,Clark,WA,Passenger,5173,2103,7276,313769,321045,2.27
October 31 2019,Ferry,WA,Passenger,5,2,7,4428,4435,0.16
September 30 2018,San Juan,WA,Passenger,161,68,229,14175,14404,1.59
June 30 2018,Yakima,WA,Truck,0,0,0,58480,58480,0.00
July 31 2022,Pennington,SD,Passenger,2,0,2,27,29,6.90
May 31 2017,St. Lucie,FL,Passenger,1,0,1,32,33,3.03
July 31 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
December 31 2023,Orange,NC,Passenger,0,1,1,4,5,20.00
April 30 2021,Walla Walla,WA,Passenger,108,71,179,36507,36686,0.49
September 30 2021,El Paso,TX,Passenger,3,0,3,380,383,0.78
March 31 2017,Island,WA,Passenger,105,130,235,59574,59809,0.39
November 30 2023,Ferry,WA,Truck,0,0,0,3544,3544,0.00
January 31 2020,Ramsey,MN,Passenger,1,0,1,44,45,2.22
September 30 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
September 30 2022,Kittitas,WA,Truck,4,0,4,14598,14602,0.03
April 30 2021,Wahkiakum,WA,Truck,0,0,0,1804,1804,0.00
August 31 2021,Wahkiakum,WA,Passenger,16,8,24,3077,3101,0.77
February 28 2018,Adams,WA,Truck,0,0,0,5136,5136,0.00
September 30 2019,Skamania,WA,Passenger,26,18,44,8777,8821,0.50
October 31 2022,King,WA,Truck,300,2,302,179059,179361,0.17
September 30 2021,Mason,WA,Truck,0,0,0,21269,21269,0.00
May 31 2024,York,VA,Passenger,1,0,1,61,62,1.61
July 31 2021,Queens,NY,Passenger,2,0,2,50,52,3.85
April 30 2022,Shelby,OH,Passenger,0,1,1,4,5,20.00
September 30 2020,Sacramento,CA,Passenger,1,1,2,275,277,0.72
July 31 2020,Richland,SC,Passenger,0,1,1,153,154,0.65
June 30 2019,King,WA,Truck,5,1,6,182029,182035,0.00
August 31 2019,Adams,WA,Passenger,5,5,10,12836,12846,0.08
February 29 2020,Clark,NV,Passenger,4,2,6,713,719,0.83
September 30 2021,Sedgwick,KS,Passenger,0,1,1,83,84,1.19
April 30 2020,Broward,FL,Passenger,3,1,4,119,123,3.25
May 31 2019,Montgomery,AL,Passenger,0,1,1,45,46,2.17
March 31 2021,El Dorado,CA,Passenger,1,0,1,34,35,2.86
May 31 2020,Sarasota,FL,Passenger,2,0,2,36,38,5.26
March 31 2024,Larimer,CO,Passenger,1,0,1,16,17,5.88
August 31 2019,Lake,CA,Passenger,0,1,1,9,10,10.00
June 30 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
August 31 2020,Clark,WA,Truck,0,0,0,82678,82678,0.00
January 31 2023,Spokane,WA,Truck,21,0,21,101712,101733,0.02
March 31 2022,San Juan,WA,Passenger,492,152,644,14117,14761,4.36
August 31 2023,Pend Oreille,WA,Passenger,30,17,47,8875,8922,0.53
April 30 2023,Fairfax,VA,Passenger,7,2,9,603,612,1.47
September 30 2019,Pend Oreille,WA,Passenger,6,6,12,9468,9480,0.13
October 31 2018,Mason,WA,Truck,0,0,0,20165,20165,0.00
November 30 2017,Kittitas,WA,Truck,0,0,0,13762,13762,0.00
January 31 2023,Yakima,WA,Passenger,434,228,662,166297,166959,0.40
October 31 2023,Muscogee,GA,Passenger,0,1,1,92,93,1.08
January 31 2021,Newport,RI,Passenger,0,1,1,81,82,1.22
July 31 2018,Shelby,TN,Passenger,0,1,1,106,107,0.93
September 30 2021,Carson City,NV,Passenger,1,0,1,11,12,8.33
August 31 2021,Middlesex,MA,Passenger,1,0,1,99,100,1.00
August 31 2017,Eagle,CO,Passenger,1,0,1,7,8,12.50
March 31 2023,Clark,WA,Truck,77,0,77,81488,81565,0.09
June 30 2022,Norfolk,VA,Passenger,2,3,5,302,307,1.63
December 31 2020,Kitsap,WA,Passenger,1556,755,2311,179705,182016,1.27
June 30 2021,Chelan,WA,Truck,0,0,0,23111,23111,0.00
August 31 2020,Clark,NV,Passenger,3,2,5,695,700,0.71
October 31 2023,Thurston,WA,Truck,71,0,71,53664,53735,0.13
January 31 2021,Okanogan,WA,Passenger,56,36,92,26117,26209,0.35
February 28 2017,Klickitat,WA,Passenger,20,22,42,14768,14810,0.28
November 30 2022,Pierce,WA,Passenger,5986,2469,8455,538712,547167,1.55
June 30 2022,Prince William,VA,Passenger,1,4,5,200,205,2.44
November 30 2021,Washington,MD,Passenger,2,0,2,12,14,14.29
December 31 2020,San Juan,WA,Passenger,365,111,476,14014,14490,3.29
October 31 2023,Kittitas,WA,Truck,12,0,12,14611,14623,0.08
April 30 2019,Whitman,WA,Passenger,29,45,74,22701,22775,0.32
September 30 2017,Grant,WA,Passenger,20,33,53,61453,61506,0.09
October 31 2018,Spokane,WA,Passenger,382,352,734,306119,306853,0.24
July 31 2023,El Paso,TX,Passenger,3,0,3,285,288,1.04
April 30 2020,Prince George's,MD,Passenger,1,1,2,169,171,1.17
October 31 2023,Columbia,WA,Truck,0,0,0,1549,1549,0.00
